25,NH농협은행 봉덕지점 앞,대구광역시 남구 봉덕로 125,,35.844714,128.604116,7,,N,N,,053-664-3007,대구광역시 남구청
26,대명9동행정복지센터,대구광역시 남구 큰골길 53,,35.837231,128.5790384,7,휀스형,N,N,,053-664-3007,대구광역시 남구청
27,다문화가정지원센터,대구광역시 남구 이천로 10,,35.8417075,128.598279,7,휀스형,N,N,,053-664-3007,대구광역시 남구청
28,남구청 청사내,대구광역시 남구 이천로 51,,35.845792,128.5977724,27,휀스형,Y,Y,태양광식,053-664-3007,대구광역시 남구청
29,대명5동행정복지센터,대구광역시 남구 대명로58길 11,,35.8432344,128.587828,5,휀스형,N,N,,053-664-3007,대구광역시 남구청
30,대명2동행정복지센터,대구광역시 남구 명덕로32길 30,,35.8552846,128.586457,14,휀스형,N,Y,태양광식,053-664-3007,대구광역시 남구청
31,대명10동행정복지센터,대구광역시 남구 대명복개로4길 166,,35.84002858,128.5689557,7,거치형,N,N,,053-664-3007,대구광역시 남구청
32,충혼탑 주차장 주변,,대구광역시 남구 대명동 산 186-2,35.832923,128.585007,14,휀스형,N,N,,053-664-3007,대구광역시 남구청
33,영남불교대학 앞,대구광역시 남구 중앙대로 122,,35.8440849,128.5908376,28,,N,N,,053-664-3007,대구광역시 남구청
34,성당시장 공영주차장 옆,대구광역시 남구 대경길 342,,35.8495281,128.5736995,12,휀스형,N,N,,053-664-3007,대구광역시 남구청
35,고산골 입구(상동교 근처),대구광역시 남구 용두길 21,,35.8338982,128.604992,14,휀스형,N,N,,053-664-3007,대구광역시 남구청
36,고산골 공영주차장 앞,대구광역시 남구 용두2길 43,,35.8300041,128.603449,10,,Y,N,,053-664-3007,대구광역시 남구청
37,고산골 등산로 입구,,대구광역시 남구 봉덕동 1233,35.826033,128.602996,21,거치형,N,Y,수동식,053-664-3007,대구광역시 남구청
38,상동교 하부(좌측 신천둔치),,대구광역시 남구 봉덕동 1671-36,35.834761,128.605523,95,거치형,N,Y,태양광식,053-476-9912,대구공공시설관리공단
39,상동교 아래(우측 신천둔치),,대구광역시 남구 봉덕동 1671-36,35.834761,128.605523,21,거치형,N,N,태양광식,053-476-9912,대구공공시설관리공단
40,중동교 하단,,대구광역시 남구 봉덕동 883-76,35.841285,128.606826,34,휀스형,N,Y,태양광식,053-476-9912,대구공공시설관리공단
41,희망교 하단,,대구광역시 남구 이천동 572-1,35.847437,128.606208,100,휀스형,N,Y,태양광식,053-476-9912,대구공공시설관리공단
42,앞산힐스테이트 옆,,대구광역시 남구 봉덕동 1014-44,35.840746,128.600294,7,휀스형,N,Y,태양광식,053-664-3007,대구광역시 남구청
43,앞산힐스테이트 맞은편,대구광역시 남구 대덕로 175,,35.841138,128.6021112,7,,N,Y,태양광식,053-664-3007,대구광역시 남구청
44,봉덕로 카페봉덕 앞,대구광역시 남구 봉덕로 45,,35.845324,128.5955971,7,휀스형,N,N,,053-664-3007,대구광역시 남구청
45,봉덕로 오늘아침잡은소 앞,대구광역시 남구 봉덕로 35,,35.845233,128.594609,7,휀스형,N,Y,태양광식,053-664-3007,대구광역시 남구청
46,남구보건소 앞,대구광역시 남구 영선길 34,,35.8538161,128.5918331,10,,Y,N,,053-664-3007,대구광역시 남구청
47,명덕역 하단,대구광역시 남구 중앙대로 261,,35.856761,128.590163,80,거치형,N,Y,태양광식,053-664-3007,대구광역시 남구청
48,건들바위역 하단,대구광역시 남구 명덕로 272,,35.855224,128.599781,40,거치형,N,Y,태양광식,053-664-3007,대구광역시 남구청
49,대봉교역 하단,대구광역시 남구 명덕로 332,,35.854789,128.6063206,40,거치형,N,Y,수동식,053-664-3007,대구광역시 남구청
50,대명1동행정복지센터,대구광역시 남구 두류공원로 38,,35.8417305,128.5735803,10,휀스형,N,Y,태양광식,053-664-3007,대구광역시 남구청
51,남구국민체육센터,대구광역시 남구 앞산순환로 686,,35.83308885,128.600181,8,,Y,Y,태양광식,053-664-3007,대구광역시 남구청
52,봉덕시장 공연장,대구광역시 남구 봉덕로27길 16-15,,35.84557987,128.6030706,12,휀스형,N,N,,053-664-3007,대구광역시 남구청
53,범어역 11번 출구 옆,대구광역시 수성구 동대구로 330,,35.513367,128.373659,10,단독형,N,N,,053-666-2914,대구광역시 수성구청
54,범어도서관,대구광역시 수성구 달구벌대로 2451,,35.513349,128.375131,40,단독형,Y,N,,053-666-2914,대구광역시 수성구청
55,"동대구농협마트 옆(참스런한우, 수성구청역1번출구)",대구광역시 수성구 달구벌대로 2489,,35.85916082,128.634934,10,단독형,N,N,,053-666-2914,대구광역시 수성구청
56,수성구청역 1번 출구 앞,대구광역시 수성구 달구벌대로 2491,,35.85917738,128.635211,10,단독형,N,Y,태양광식,053-666-2914,대구광역시 수성구청
57,수성구청역 1번 출구 뒤,대구광역시 수성구 달구벌대로 2495,,35.85923005,128.6354771,20,단독형,N,N,,053-666-2914,대구광역시 수성구청
58,범어4동주민센터 건너 버스정류장,대구광역시 수성구 달구벌대로 2557,대구광역시 수성구 만촌동 1036-21,35.85931004,128.6424532,3,단독형,N,N,,053-666-2914,대구광역시 수성구청
59,만촌역 1번 출구(필라 입구),대구광역시 수성구 달구벌대로 2573,,35.85937288,128.644181,10,단독형,N,N,,053-666-2914,대구광역시 수성구청
60,만촌역 1번 출구,대구광역시 수성구 달구벌대로 2575,,35.85929051,128.6444128,5,휀스형,N,N,,053-666-2914,대구광역시 수성구청
61,만촌역 4번 출구(환기구 사이),대구광역시 수성구 달구벌대로 2587,,35.85927393,128.6458188,20,단독형,N,Y,태양광식,053-666-2914,대구광역시 수성구청
62,만촌네거리 glass story 앞,대구광역시 수성구 달구벌대로 2587,,35.85927393,128.6458188,10,단독형,N,N,,053-666-2914,대구광역시 수성구청
63,만촌역 엘리베이터 뒤(만촌역 3번 출구 뒤),대구광역시 수성구 달구벌대로 2580,,35.85857558,128.6449495,17,단독형,N,N,,053-666-2914,대구광역시 수성구청
64,만촌역 엘리베이터 앞(2번 출구 뒤),대구광역시 수성구 달구벌대로 2578,,35.85848676,128.6447052,20,단독형,N,N,,053-666-2914,대구광역시 수성구청
65,수성구청역 3번 출구(범어약국),대구광역시 수성구 달구벌대로 2504,,35.85849443,128.6365231,14,단독형,N,N,,053-666-2914,대구광역시 수성구청
66,수성구청역 3번 출구(수협),대구광역시 수성구 달구벌대로 2502,,35.85849549,128.6363238,7,단독형,N,Y,태양광식,053-666-2914,대구광역시 수성구청
67,수성구청역 2번 출구 뒤,대구광역시 수성구 달구벌대로 2494,,35.8585178,128.6355157,10,단독형,N,N,,053-666-2914,대구광역시 수성구청
68,수성구청역 2번 출구 앞,대구광역시 수성구 달구벌대로 2492,,35.85836629,128.6351934,10,단독형,N,N,,053-666-2914,대구광역시 수성구청
69,수성경찰서 버스정류장,대구광역시 수성구 달구벌대로 2472,,35.85846818,128.6329687,3,단독형,N,N,,053-666-2914,대구광역시 수성구청
70,수성구청,대구광역시 수성구 달구벌대로 2450,,35.513027,128.375083,10,단독형,Y,Y,태양광식,053-666-2914,대구광역시 수성구청
71,수성구청 버스정류장,대구광역시 수성구 달구벌대로 2440,,35.85855045,128.6293267,3,단독형,N,N,,053-666-2914,대구광역시 수성구청
72,범어역 7번 출구 뒤(EV 뒤),대구광역시 수성구 달구벌대로 2424,,35.85835267,128.6275093,10,단독형,N,N,,053-666-2914,대구광역시 수성구청
73,범어역 3번 출구 앞,대구광역시 수성구 달구벌대로 2400,,35.85870858,128.6249434,15,단독형,N,Y,태양광식,053-666-2914,대구광역시 수성구청
74,범어역 엘리베이터 앞,대구광역시 수성구 달구벌대로 2398,,35.85875474,128.6247334,35,단독형,N,N,,053-666-2914,대구광역시 수성구청
75,범어역 엘리베이터 뒤(2번 출구 방향),대구광역시 수성구 달구벌대로 2396,,35.85883684,128.6245458,27,단독형,N,N,,053-666-2914,대구광역시 수성구청
76,범어역 2번 출구 뒤,대구광역시 수성구 달구벌대로 2396,,35.85883684,128.6245458,10,휀스형,N,N,,053-666-2914,대구광역시 수성구청
77,범어역 2번 출구 앞,대구광역시 수성구 달구벌대로 2392,,35.8588299,128.6241472,25,휀스형,N,N,,053-666-2914,대구광역시 수성구청
78,수성네거리2 버스정류장 옆,대구광역시 수성구 달구벌대로 2344,,35.858829,128.624147,10,,N,N,,053-666-2914,대구광역시 수성구청
79,대구은행역 3번 출구,대구광역시 수성구 달구벌대로 2310,,35.859346,128.6149724,42,단독형,N,Y,태양광식,053-666-2914,대구광역시 수성구청
80,대구은행역 2번 출구 뒤(국민은행 입구 앞),대구광역시 수성구 달구벌대로 2296,,35.85948857,128.6135341,12,휀스형,N,Y,태양광식,053-666-2914,대구광역시 수성구청
81,대구은행역 2번 출구 앞(국민은행 옆),대구광역시 수성구 달구벌대로 2296,,35.85948857,128.6135341,13,단독형,N,N,,053-666-2914,대구광역시 수성구청
82,범어육교 아래(범어센트레빌 방향),대구광역시 수성구 청호로 405,,35.853448,128.638478,6,단독형,N,N,,053-666-2914,대구광역시 수성구청
83,경북고등학교 앞 버스정류장 인근,,대구광역시 수성구 황금동 75-1,35.844258,128.638901,12,단독형,N,N,,053-666-2914,대구광역시 수성구청
84,청운신협 본점 앞(2),대구광역시 수성구 들안로 416,,35.86705163,128.6186087,10,휀스형,N,N,,053-666-2914,대구광역시 수성구청
85,청운신협 본점 앞(1),대구광역시 수성구 들안로 416,,35.86705163,128.6186087,10,휀스형,N,N,,053-666-2914,대구광역시 수성구청
86,신천시장 버스정류장 남쪽,대구광역시 수성구 들안로 390,,35.86492585,128.6183486,10,휀스형,N,N,,053-666-2914,대구광역시 수성구청
87,수성태영데시앙상가 앞(버스정류장),대구광역시 수성구 들안로 364,,35.8625116,128.6180973,6,단독형,N,N,,053-666-2914,대구광역시 수성구청
88,태영데시앙 서쪽입구 옆,대구광역시 수성구 들안로 364,,35.514357,128.370471,9,단독형,N,N,,053-666-2914,대구광역시 수성구청
89,수성시장네거리(수성시장건너),대구광역시 수성구 들안로 274,,35.85448364,128.6175477,20,단독형,N,N,,053-666-2914,대구광역시 수성구청
90,상동시장네거리(T world 앞),대구광역시 수성구 수성로 105,,35.83490222,128.6114184,10,단독형,N,N,,053-666-2914,대구광역시 수성구청
91,효성병원 건너(아가방갤러리),대구광역시 수성구 수성로 199,,35.84326258,128.6121912,10,휀스형,N,N,,053-666-2914,대구광역시 수성구청
92,수성구보건소,대구광역시 수성구 수성로 213,,35.504049,128.364472,8,휀스형,N,N,,053-666-2914,대구광역시 수성구청
93,삼승교회 남쪽 50m(265YO 앞),대구광역시 수성구 수성로 265,,35.505653,128.6128123,7,단독형,N,N,,053-666-2914,대구광역시 수성구청
94,삼승교회(수성1가동) 앞,대구광역시 수성구 수성로 269,,35.84959684,128.6125942,10,휀스형,N,N,,053-666-2914,대구광역시 수성구청
95,동성초등학교 정문 옆(나라동물병원),대구광역시 수성구 수성로 293,,35.85182076,128.6130542,10,단독형,N,N,,053-666-2914,대구광역시 수성구청
96,수성성당 앞(문화관),대구광역시 수성구 수성로 347,,35.85650508,128.6135554,15,휀스형,N,N,,053-666-2914,대구광역시 수성구청
97,대구시교육청건너 정류장(수성성당),대구광역시 수성구 수성로 347,,35.85650508,128.6135554,15,휀스형,N,N,,053-666-2914,대구광역시 수성구청
98,유성푸르나임 105동 상가 앞(고기마트),대구광역시 수성구 수성로75길 16,,35.85792306,128.364963,5,휀스형,N,N,,053-666-2914,대구광역시 수성구청
99,수성1가 MG새마을금고 앞,대구광역시 수성구 수성로 365,,35.513021,128.364965,10,휀스형,N,N,,053-666-2914,대구광역시 수성구청
100,대구은행역 2번 출구 남쪽(MASS COFFEE 앞),대구광역시 수성구 수성로 379,,35.85932475,128.6138429,10,휀스형,N,N,,053-666-2914,대구광역시 수성구청
101,수성하이츠 건너(공원 옆),,대구광역시 수성구 수성동4가 1090-15,35.86064443,128.6148718,14,단독형,N,N,,053-666-2914,대구광역시 수성구청
102,대구은행 본점 옆,대구광역시 수성구 달구벌대로 2310,,35.859346,128.6149724,21,단독형,N,N,,053-666-2914,대구광역시 수성구청
103,대구은행 본점 옆,대구광역시 수성구 달구벌대로 2310,,35.859346,128.6149724,20,휀스형,N,N,,053-666-2914,대구광역시 수성구청
104,동성초동성초등학교 후문 횡단보도 건너,대구광역시 수성구 수성로 308,,35.511098,128.364883,14,휀스형,N,N,,053-666-2914,대구광역시 수성구청
105,신세계골프 앞,대구광역시 수성구 수성로 274,,35.505595,128.364791,5,휀스형,N,N,,053-666-2914,대구광역시 수성구청
106,수성중동병원 앞,대구광역시 수성구 수성로 268,,35.84940349,128.6133898,6,단독형,N,N,,053-666-2914,대구광역시 수성구청
107,대구은행 중동지점 앞,대구광역시 수성구 수성로 248,,35.84750268,128.613198,15,휀스형,N,N,,053-666-2914,대구광역시 수성구청
108,석경사우나 앞,대구광역시 수성구 수성로 224,,35.504311,128.364616,14,단독형,N,N,,053-666-2914,대구광역시 수성구청
109,수성구보건소 건너(맘스터치),대구광역시 수성구 수성로 214,,35.84452944,128.6129758,10,휀스형,N,N,,053-666-2914,대구광역시 수성구청
110,동대구농협 상동지점 앞,대구광역시 수성구 수성로 114,,35.500784,128.364272,5,휀스형,N,N,,053-666-2914,대구광역시 수성구청
111,차량등록사업소 옆(국채보상로),대구광역시 수성구 동원로 84,,35.871692,128.601092,10,단독형,N,N,,053-666-2914,대구광역시 수성구청
112,만촌1동 행정복지센터,대구광역시 수성구 국채보상로 1001,,35.86627549,128.382392,7,단독형,N,N,,053-666-2914,대구광역시 수성구청
113,수성누리빌 데시앙 입구(경인개발),대구광역시 수성구 국채보상로 1023,,35.515806,128.383228,7,단독형,N,N,,053-666-2914,대구광역시 수성구청
114,동원초등학교 정문 앞,대구광역시 수성구 국채보상로 1000,,35.8648669,128.6398849,17,단독형,N,N,,053-666-2914,대구광역시 수성구청
115,청구고등학교건너 버스정류장(성조타운),,대구광역시 수성구 범어동 2017,35.86629021,128.6229213,10,단독형,N,N,,053-666-2914,대구광역시 수성구청
116,"중앙고등학교앞 정류장 주변(옆, 뒤)",,대구광역시 수성구 범어동 1066,35.86777334,128.6167319,28,휀스형,N,N,,053-666-2914,대구광역시 수성구청
117,"수성2,3가동 행정복지센터 내",대구광역시 수성구 명덕로 443-2,,35.85476452,128.6190113,10,휀스형,N,N,,053-666-2914,대구광역시 수성구청
118,"수성2,3가동 행정복지센터 입구 병원앞(더좋은병원)",대구광역시 수성구 명덕로 443,,35.85461399,128.6184897,10,단독형,N,N,,053-666-2914,대구광역시 수성구청
119,수성롯데캐슬 정류장(농협수성지점),대구광역시 수성구 명덕로 455,,35.85594729,128.6203602,20,휀스형,N,N,,053-666-2914,대구광역시 수성구청
120,수성롯데캐슬건너 버스정류장 동쪽,대구광역시 수성구 명덕로 460,,35.85373908,128.620354,10,단독형,N,N,,053-666-2914,대구광역시 수성구청
121,2MS STORY 앞(동성학교네거리 동쪽),대구광역시 수성구 명덕로 404,,35.85425759,128.6141802,19,단독형,N,N,,053-666-2914,대구광역시 수성구청
122,약산한의원(동성초네거리),대구광역시 수성구 명덕로 396,,35.85432612,128.6131178,10,단독형,N,N,,053-666-2914,대구광역시 수성구청
123,웰메이드 수성점(한가람타운 동쪽),대구광역시 수성구 명덕로 384,,35.8543218,128.6121989,10,휀스형,N,N,,053-666-2914,대구광역시 수성구청
124,한가람코아 앞,대구광역시 수성구 명덕로 368,,35.85440401,128.6102177,10,휀스형,N,N,,053-666-2914,대구광역시 수성구청
125,중동시장 버스정류장 옆,대구광역시 수성구 청수로 13,,35.84120242,128.6096625,10,단독형,N,N,,053-666-2914,대구광역시 수성구청
126,캐슬골드파크 상가,대구광역시 수성구 청수로 235,,35.84144875,128.633431,17,단독형,N,Y,태양광식,053-666-2914,대구광역시 수성구청
127,SK리더스뷰 북쪽인도(청수로),대구광역시 수성구 두산동 113,,35.502288,128.772448,33,단독형,N,Y,수동식,053-666-2914,대구광역시 수성구청
128,중동시장 건너(다모아파크골프),대구광역시 수성구 청수로 14,,35.84077081,128.6094599,10,단독형,N,N,,053-666-2914,대구광역시 수성구청
129,에덴공원 내 게이트볼장 옆,,대구광역시 수성구 지산동 1272-1,35.82156181,128.6324204,15,단독형,N,N,,053-666-2914,대구광역시 수성구청
130,지산동 학원(아발론),대구광역시 수성구 지범로 167,,35.822369,128.6382813,15,휀스형,N,N,,053-666-2914,대구광역시 수성구청
131,지산 알파학원 앞,대구광역시 수성구 지범로 173,,35.82202374,128.6387987,10,휀스형,N,N,,053-666-2914,대구광역시 수성구청
132,범물네거리 모아약국 앞,대구광역시 수성구 지범로 181,,35.82167848,128.639316,7,휀스형,N,N,,053-666-2914,대구광역시 수성구청
133,지산중학교 버스정류장 뒤(화성어린이공원 앞),대구광역시 수성구 지산로3길 68,대구광역시 수성구 지산동 1256,35.82542662,128.6293523,14,휀스형,N,N,,053-666-2914,대구광역시 수성구청
134,"수성시장역 3번 출구 앞, 뒤",대구광역시 수성구 명덕로 426,,35.85410385,128.370011,40,단독형,N,N,,053-666-2914,대구광역시 수성구청
135,수성시장역 2번 출구 하부,대구광역시 수성구 명덕로 422,,35.85412158,128.6160945,4,단독형,N,N,,053-666-2914,대구광역시 수성구청
136,수성시장역 4번 출구 앞,대구광역시 수성구 명덕로 420,대구광역시 수성구 수성동2가 58-1,35.85449642,128.616817,10,휀스형,N,Y,수동식,053-666-2914,대구광역시 수성구청
137,수성구민운동장역 하부(교통섬),대구광역시 수성구 동대구로 248,,35.85244278,128.373037,115,단독형,N,N,,053-666-2914,대구광역시 수성구청
138,어린이회관역 입구 및 계단하부(교통섬),대구광역시 수성구 동대구로 166,,35.84508204,128.372928,21,단독형,N,N,,053-666-2914,대구광역시 수성구청
139,황금역 입구(교통섬),대구광역시 수성구 동대구로 100,,35.83918861,128.372692,30,단독형,N,N,,053-666-2914,대구광역시 수성구청
140,수성못역 입구(교통섬),,대구광역시 수성구 두산동 968,35.495436,128.372453,30,단독형,N,N,,053-666-2914,대구광역시 수성구청
141,지산역 1번 출구 앞 공원(교통섬),대구광역시 수성구 지범로 100,대구광역시 수성구 지산동 1257-2,35.493135,128.375303,40,단독형,N,N,,053-666-2914,대구광역시 수성구청
142,지산역 하부(계단하부 포함),대구광역시 수성구 지범로 100,,35.493037,128.375452,55,단독형,N,N,,053-666-2914,대구광역시 수성구청
143,"범물역 2,3번 출구(계단 하부 및 3번출구 앞)",대구광역시 수성구 지범로 192,,35.82052111,128.6400039,20,단독형,N,N,,053-666-2914,대구광역시 수성구청
144,범물역 1번 출구 앞(동아백화점 서쪽 용학로),대구광역시 수성구 지범로 191,,35.491618,128.382374,10,단독형,N,N,,053-666-2914,대구광역시 수성구청
145,동아백화점 수성점 정문 앞,대구광역시 수성구 지범로 191,,35.82106901,128.6403625,15,단독형,N,Y,수동식,053-666-2914,대구광역시 수성구청
146,동아백화점 수성점 버스정류장,대구광역시 수성구 지범로 191,,35.82106901,128.6403625,10,단독형,N,N,,053-666-2914,대구광역시 수성구청
147,용지역 1번 출구 계단 하부,대구광역시 수성구 범안로 81,,35.490639,128.384766,10,단독형,N,Y,수동식,053-666-2914,대구광역시 수성구청
148,범물1동주민센터건너 버스정류장(용지아파트307동 앞),대구광역시 수성구 범안로 77,,35.490641,128.384586,40,단독형,N,N,,053-666-2914,대구광역시 수성구청
149,범물1동 행정복지센터 옆(범물치안센터 주차장 앞),대구광역시 수성구 범안로 76,,35.490482,128.384621,10,단독형,N,N,,053-666-2914,대구광역시 수성구청
150,용지네거리 편의점(GS25),대구광역시 수성구 범안로 68,,35.81779828,128.6452054,20,단독형,N,N,,053-666-2914,대구광역시 수성구청
151,범물2동 행정복지센터(건물 뒤 주차장),대구광역시 수성구 범안로 52,,35.490246,128.383635,4,단독형,Y,N,,053-666-2914,대구광역시 수성구청
152,SK리더스뷰 모서리 인도(횡단보도 옆),대구광역시 수성구 동대구로 95,,35.502266,128.372536,10,단독형,N,N,,053-666-2914,대구광역시 수성구청
153,어린이회관역 전자랜드 앞,대구광역시 수성구 동대구로 175,,35.504517,128.372756,28,단독형,N,N,,053-666-2914,대구광역시 수성구청
154,그랜드호텔 버스정류장 옆,대구광역시 수성구 동대구로 297,,35.85707558,128.6252517,7,단독형,Y,N,,053-666-2914,대구광역시 수성구청
155,애플타워 앞,대구광역시 수성구 동대구로 311,,35.85811206,128.6252598,6,단독형,N,N,,053-666-2914,대구광역시 수성구청
156,그랜드호텔건너 버스정류장,대구광역시 수성구 동대구로 300,,35.85678525,128.6273419,6,단독형,N,N,,053-666-2914,대구광역시 수성구청
157,궁전맨션 입구 옆 인도,대구광역시 수성구 동대구로 274,,35.85387093,128.6262007,7,단독형,Y,N,,053-666-2914,대구광역시 수성구청
158,어린이회관 버스정류장(주차장 앞),,대구광역시 수성구 황금동 637-3,35.84709781,128.6252728,10,단독형,N,N,,053-666-2914,대구광역시 수성구청
159,대구과학고 정류장(어린이회관삼거리),,대구광역시 수성구 황금동 617,35.84522342,128.6252027,73,단독형,N,Y,기타,053-666-2914,대구광역시 수성구청
160,황금네거리 남동쪽 인도(지산1동),대구광역시 수성구 동대구로 104,,35.502236,128.372796,22,단독형,N,N,,053-666-2914,대구광역시 수성구청
161,TBC방송국 건너,대구광역시 수성구 동대구로 23,,35.83230375,128.6224447,29,단독형,N,Y,수동식,053-666-2914,대구광역시 수성구청
162,고산역 1번 출구 뒤,대구광역시 수성구 달구벌대로 3067,,35.8439576,128.6931514,21,휀스형,N,N,,053-666-2914,대구광역시 수성구청
163,고산역 4번 출구 뒤,대구광역시 수성구 달구벌대로 3067,,35.8439576,128.6931514,21,단독형,N,N,,053-666-2914,대구광역시 수성구청
164,고산역 4번 출구 앞,대구광역시 수성구 달구벌대로 3067,,35.8439576,128.6931514,7,단독형,N,N,,053-666-2914,대구광역시 수성구청
165,경북아파트건너 버스정류장,대구광역시 수성구 달구벌대로 3124,대구광역시 수성구 매호동 1347-1,35.84244152,128.6996804,10,단독형,N,N,,053-666-2914,대구광역시 수성구청
166,삼성전자서비스노변센터 건너(횡단보도 서쪽),,대구광역시 수성구 매호동 812-2,35.84146662,128.7030148,10,단독형,N,N,,053-666-2914,대구광역시 수성구청
167,대구농업마이스터고건너 정류장(서쪽),,대구광역시 수성구 매호동 812-2,35.84146662,128.7030148,21,휀스형,N,N,,053-666-2914,대구광역시 수성구청
168,대구농업마이스터고건너 정류장(동쪽),대구광역시 수성구 달구벌대로 3163,대구광역시 수성구 매호동 812-2,35.84146662,128.7030148,25,휀스형,N,N,,053-666-2914,대구광역시 수성구청
169,매호동 알파학원 앞(공중전화),,대구광역시 수성구 매호동 812-2,35.84146662,128.7030148,10,단독형,N,N,,053-666-2914,대구광역시 수성구청
170,신매역 1번 출구,대구광역시 수성구 달구벌대로 2295,,35.84132233,128.7045633,24,단독형,N,Y,태양광식,053-666-2914,대구광역시 수성구청
171,신매역 6번 출구 옆(엘리베이터 옆),,대구광역시 수성구 매호동 1330-2,35.84289273,128.7057395,25,휀스형,N,N,,053-666-2914,대구광역시 수성구청
172,신매역 6번 출구(성삼병원 건너),,대구광역시 수성구 매호동 1330-3,35.8410092,128.7057007,28,단독형,N,N,,053-666-2914,대구광역시 수성구청
173,신매광장건너 버스정류장(시지기업은행 앞),대구광역시 수성구 달구벌대로 3280,,35.84084855,128.7069611,42,휀스형,N,Y,태양광식,053-666-2914,대구광역시 수성구청
174,사월보성2차 버스정류장 옆,대구광역시 수성구 달구벌대로 3255,,35.83830224,128.7123071,10,단독형,N,N,,053-666-2914,대구광역시 수성구청
175,사월역 1번 출구 뒤,대구광역시 수성구 달구벌대로 3285,,35.83733726,128.7154309,25,단독형,N,N,,053-666-2914,대구광역시 수성구청
176,사월역 3번 출구 뒤,,대구광역시 수성구 신매동 10-7,35.83636118,128.715876,15,단독형,N,N,,053-666-2914,대구광역시 수성구청
177,사월역 엘리베이터 뒤(3번 출구 방향),,대구광역시 수성구 신매동 10-7,35.83636118,128.715876,10,휀스형,N,N,,053-666-2914,대구광역시 수성구청
178,사월역 2번 출구 뒤,대구광역시 수성구 달구벌대로 3280,,35.83671006,128.7148054,10,휀스형,N,N,,053-666-2914,대구광역시 수성구청
179,사월역 2번 출구 옆,대구광역시 수성구 달구벌대로 3280,,35.83671006,128.7148054,52,단독형,N,Y,태양광식,053-666-2914,대구광역시 수성구청
